homelon;homelat;homecontinent;n
-102.28;19.99;South America;3
-102.19;17.96;NA;6
-102.06;19.42;South America;11
-102.04;19.41;South America;2
-101.92;34.98;North America;2
-101.88;35.14;North America;3
-101.86;33.58;North America;5
-101.86;35.14;North America;2
-101.72;17.78;NA;13
-101.71;19.57;South America;35
-101.71;27.06;South America;3
-101.69;21.13;South America;16
-101.69;21.15;South America;88
-101.64;40.51;North America;2
-101.61;17.66;South America;64
-101.61;19.51;South America;4
-101.59;17.66;South America;80
-101.59;21.07;South America;2
-101.55;17.64;South America;23
-101.37;20.69;South America;2
-101.26;21.02;South America;2
-101.25;21.02;South America;4
-101.24;27.94;South America;278
-101.19;19.71;South America;23
-101.18;19.72;South America;2
-101;47.55;North America;9
-100.99;22.16;South America;11
-100.76;41.14;North America;3
-100.75;20.91;South America;4
-100.55;19.69;South America;2
-100.45;25.68;South America;2
-100.44;20.62;South America;2
-100.44;31.46;North America;8
-100.4;25.66;South America;2
-100.39;20.59;South America;28
-100.32;25.69;South America;51
-100.32;25.79;South America;2
-100.27;25.76;South America;5
-100.2;25.67;South America;4
-100;25.59;South America;4
-99.9;31.97;North America;885
-99.9;41.49;North America;12
-99.9;43.97;North America;4
-99.82;16.85;South America;189
-99.8;36.01;North America;3
-99.76;16.76;South America;3
-99.76;27.7;South America;2
-99.74;29.25;North America;2
-99.72;19.5;South America;16
-99.66;19.28;South America;8
-99.6;19.25;South America;2
-99.57;19.34;South America;3
-99.55;17.44;South America;37
-99.53;29.62;North America;2
-99.5;17.55;South America;20
-99.48;27.53;North America;4
-99.37;19.32;South America;2
-99.27;19.38;South America;2
-99.27;19.4;South America;2
-99.27;19.41;South America;2
-99.25;18.87;South America;2
-99.25;19.46;South America;3
-99.24;19.31;South America;5
-99.24;19.41;South America;6
-99.24;19.47;South America;4
-99.22;18.92;South America;4
-99.22;19.29;South America;2
-99.22;19.43;South America;3
-99.22;19.65;South America;3
-99.21;19.43;South America;4
-99.19;38.29;North America;2
-99.18;19.36;South America;3
-99.17;19.39;South America;2
-99.17;19.41;South America;2
-99.17;19.42;South America;4
-99.16;19.34;South America;2
-99.16;19.41;South America;2
-99.16;19.43;South America;2
-99.15;19.38;South America;30
-99.15;19.43;South America;2
-99.15;19.44;South America;6
-99.14;19.29;South America;2
-99.14;19.43;South America;28
-99.14;19.44;South America;6
-99.13;19.43;South America;439
-99.12;19.49;South America;2
-99.1;18.68;South America;7
-99.1;19.25;South America;38
-99.1;19.64;South America;2
-99.07;19.45;South America;2
-99.05;19.6;South America;4
-98.99;19.4;South America;3
-98.88;19.51;South America;6
-98.87;30.28;North America;2
-98.81;53.76;North America;3
-98.77;20.06;South America;41
-98.75;36.72;North America;2
-98.75;37.23;North America;3
-98.69;29.58;North America;2
-98.66;29.46;North America;2
-98.66;29.49;North America;2
-98.63;29.51;North America;18
-98.57;34.1;North America;2
-98.55;29.39;North America;2
-98.49;29.42;North America;60
-98.49;29.64;North America;8
-98.49;33.91;North America;4
-98.48;39.01;North America;28
-98.47;29.45;North America;3
-98.47;33.89;North America;2
-98.42;29.52;North America;1270
-98.42;30.1;North America;2
-98.41;16.69;South America;14
-98.39;21.52;South America;4
-98.38;29.47;North America;6
-98.33;26.22;North America;2
-98.32;29.62;North America;2
-98.3;19.04;South America;3
-98.27;29.55;North America;2
-98.24;19.31;South America;26
-98.23;26.2;North America;2
-98.21;19.04;South America;36
-98.16;16.62;South America;2
-98.16;26.3;North America;2
-98.1;30;North America;2
-97.94;29.88;North America;4
-97.88;29.99;North America;6
-97.88;36.4;North America;2
-97.85;22.25;South America;2
-97.8;32.76;North America;2
-97.79;45.7;North America;3
-97.77;30.25;North America;2
-97.77;30.44;North America;4
-97.77;38.23;North America;2
-97.76;30.23;North America;26
-97.75;30.23;North America;2
-97.74;30.26;North America;2
-97.74;30.27;North America;269
-97.74;32.74;North America;3
-97.73;30.31;North America;5
-97.68;30.31;North America;4
-97.68;30.63;North America;3
-97.68;42.88;North America;7
-97.67;30.2;North America;5
-97.65;30.37;North America;2
-97.6;35.41;North America;7
-97.52;35.47;North America;55
-97.51;25.94;North America;2
-97.51;29.67;North America;5
-97.5;25.87;South America;3
-97.5;25.9;South America;3
-97.49;35.33;North America;18
-97.49;35.34;North America;3
-97.48;25.92;North America;3
-97.48;35.2;North America;2
-97.48;35.65;North America;3
-97.46;31.06;North America;3
-97.44;35.22;North America;11
-97.4;27.8;NA;25
-97.36;41.43;North America;4
-97.33;32.76;North America;16
-97.33;37.69;North America;5
-97.31;27.47;North America;6
-97.31;30.1;North America;4
-97.3;31.21;North America;3
-97.27;37.55;North America;6
-97.22;33.99;North America;17
-97.21;27.88;North America;5
-97.21;35.23;North America;2
-97.17;18.82;South America;2
-97.17;26.11;NA;10
-97.15;27.91;North America;3
-97.15;31.55;North America;2
-97.14;49.9;North America;9
-97.13;33.21;North America;20
-97.11;32.74;North America;5
-97.11;32.94;North America;168
-97.1;32.43;North America;2
-97.09;35.01;North America;24
-97.08;15.87;South America;82
-97.07;32.87;North America;2
-97.07;32.92;North America;2
-97.06;27.83;NA;5
-97.06;36.12;North America;4
-97.05;15.85;South America;2
-97.04;32.9;North America;5
-97.03;47.93;North America;2
-97;32.76;North America;3
-97;32.92;North America;8
-96.95;32.81;North America;9
-96.94;32.84;North America;4
-96.93;18.89;South America;2
-96.91;19.54;South America;2
-96.91;32.96;North America;2
-96.86;32.76;North America;2
-96.85;33.11;North America;2
-96.84;32.82;North America;6
-96.83;32.85;North America;4
-96.82;33.15;North America;12
-96.8;32.78;North America;117
-96.8;44.31;North America;3
-96.79;46.88;North America;5
-96.75;17.09;South America;2
-96.73;32.95;North America;35
-96.73;43.54;North America;306
-96.72;17.06;South America;84
-96.72;17.07;South America;2
-96.71;17.05;South America;13
-96.71;17.07;South America;2
-96.71;32.97;North America;2
-96.7;17.06;South America;2
-96.7;33.02;North America;7
-96.69;17.09;South America;2
-96.69;32.84;North America;3
-96.69;40.83;North America;13
-96.69;49.53;North America;2
-96.67;33.1;North America;4
-96.64;32.91;North America;5
-96.52;15.66;South America;6
-96.52;17.03;South America;4
-96.47;15.75;South America;3
-96.46;15.68;South America;7
-96.46;36.31;North America;18
-96.4;42.5;North America;2
-96.38;30.71;North America;79
-96.37;42.43;North America;4
-96.33;30.63;North America;2
-96.32;15.83;South America;4
-96.32;15.84;South America;2
-96.22;41.77;North America;2
-96.14;19.03;South America;2
-96.13;19.17;South America;22
-96.11;19.11;South America;4
-96;41.25;North America;19
-95.99;36.15;North America;12
-95.99;36.16;North America;2
-95.97;28.69;North America;9
-95.94;29.7;North America;3
-95.92;36.1;North America;2
-95.84;29.82;North America;14
-95.82;29.79;North America;5
-95.73;39.06;North America;11
-95.71;37.09;North America;2906
-95.7;38.99;North America;2
-95.69;29.97;North America;50
-95.66;37.27;North America;2
-95.63;29.62;North America;7
-95.62;29.6;North America;3
-95.62;29.69;North America;2
-95.62;30.1;North America;2
-95.61;29.68;North America;3
-95.58;29.74;North America;4
-95.56;29.62;North America;21
-95.54;29.62;North America;8
-95.49;29.72;North America;5
-95.49;29.73;North America;2
-95.48;33.85;North America;3
-95.47;30.16;North America;2
-95.46;29.79;North America;3
-95.46;30.17;North America;7
-95.46;30.31;North America;2
-95.44;29.67;North America;2
-95.43;29.03;North America;2
-95.42;30.08;North America;2
-95.41;29.94;North America;2
-95.4;29.8;North America;2
-95.39;29.79;North America;14
-95.37;29.74;North America;7
-95.37;29.75;North America;2
-95.37;29.76;North America;258
-95.35;29.73;North America;4
-95.33;29.81;North America;3
-95.33;34.91;North America;2
-95.3;32.35;North America;2
-95.29;29.56;North America;2
-95.28;29.65;North America;21
-95.26;38.95;North America;2
-95.25;38.96;North America;4
-95.24;38.97;North America;2
-95.23;29.46;North America;12
-95.23;29.77;North America;3
-95.21;16.18;South America;5
-95.13;30.17;North America;2
-95.11;29.78;North America;2
-95.11;29.89;North America;22
-95.09;29.51;North America;6
-95.09;29.55;North America;12
-95.05;29.46;North America;4
-95.03;29.56;North America;4
-94.94;38.49;North America;2
-94.9;29.38;North America;2
-94.9;39.41;North America;4
-94.89;30.04;North America;2
-94.85;29.38;NA;3
-94.83;29.28;NA;2
-94.82;38.88;North America;91
-94.8;29.3;NA;121
-94.8;36.42;North America;2
-94.72;39.02;North America;2
-94.7;44.94;North America;2
-94.69;38.93;North America;15
-94.69;39.02;North America;13
-94.69;46.73;North America;40
-94.6;34.9;North America;2
-94.58;39.1;North America;45
-94.57;38.93;North America;20
-94.51;37.08;North America;3
-94.49;39.01;North America;2
-94.42;39.09;North America;54
-94.4;18.07;South America;3
-94.31;45.08;North America;2
-94.28;39.02;North America;2
-94.21;36.37;North America;2
-94.17;36.08;North America;2
-94.17;38.76;North America;2
-94.16;36.06;North America;3
-94.16;45.56;North America;4
-94.12;36.33;North America;11
-94;44.16;North America;2
-93.75;32.53;North America;10
-93.68;42.03;North America;3
-93.67;44.94;North America;7
-93.65;42.04;North America;4
-93.63;42.03;North America;12
-93.61;41.6;North America;7
-93.57;45.34;North America;2
-93.49;45.02;North America;297
-93.48;37.12;North America;3
-93.47;41.37;North America;2
-93.45;44.93;North America;2
-93.42;36.62;North America;2
-93.42;44.86;North America;4
-93.4;44.9;North America;7
-93.38;30.24;North America;3
-93.38;37.25;North America;11
-93.3;44.31;North America;2
-93.3;44.95;North America;4
-93.29;44.51;North America;5
-93.29;45;North America;2
-93.27;44.98;North America;88
-93.27;45;North America;2
-93.27;45.16;North America;3
-93.24;44.65;North America;8
-93.24;44.95;North America;10
-93.24;45;North America;2
-93.22;44.88;North America;5
-93.22;45.07;North America;2
-93.2;44.43;North America;5
-93.2;44.94;North America;8
-93.16;44.46;North America;2
-93.15;45;North America;2
-93.13;16.76;South America;2
-93.13;35.28;North America;2
-93.13;44.74;North America;2
-93.12;44.76;North America;2
-93.1;16.75;South America;6
-93.1;41.88;North America;16
-93.1;45.03;North America;4
-93.09;44.95;North America;12
-93.07;44.93;North America;2
-93.06;44.98;North America;21
-93.05;37.11;North America;2
-93.01;34.47;North America;2
-92.97;38.93;North America;8
-92.95;17.99;South America;2
-92.93;17.99;South America;14
-92.91;44.51;North America;2
-92.83;30.33;North America;3
-92.68;45.12;North America;2
-92.64;16.74;South America;3
-92.64;32.52;North America;3
-92.62;17.84;South America;5
-92.57;41.96;North America;2
-92.54;42.13;North America;2
-92.53;41.59;North America;2
-92.49;30.52;North America;5
-92.44;39.42;North America;2
-92.34;30.53;North America;5
-92.34;42.49;North America;6
-92.33;38.94;North America;4
-92.33;38.95;North America;11
-92.29;34.75;North America;7
-92.15;32.52;North America;3
-92.11;37.83;North America;4
-92.1;46.78;North America;2
-92.1;46.79;North America;4
-92.07;30.41;North America;4
-92.02;30.22;North America;3
-91.96;30.98;North America;28
-91.92;44.9;North America;2
-91.89;39.17;North America;8
-91.85;45.4;North America;2
-91.83;35.2;North America;27
-91.83;37.96;North America;33
-91.73;45.51;North America;2
-91.67;41.98;North America;3
-91.53;41.66;North America;3
-91.5;38.35;North America;42
-91.5;44.81;North America;4
-91.37;31.48;North America;2
-91.32;38.72;North America;2
-91.31;40.63;North America;11
-91.15;13.93;South America;2
-91.15;30.7;North America;2
-91.15;38.81;North America;3
-91.14;30.46;North America;13
-91.11;30.35;North America;2
-90.97;-0.95;South America;23
-90.77;34.78;North America;2
-90.73;14.56;South America;3
-90.7;35.84;North America;3
-90.66;42.5;North America;4
-90.63;38.21;North America;2
-90.6;14.64;South America;4
-90.59;14.65;South America;2
-90.58;38.66;North America;2
-90.51;14.63;South America;8
-90.51;41.49;North America;2
-90.5;38.79;North America;6
-90.48;13.89;NA;2
-90.48;38.6;North America;2
-90.45;31.58;North America;3
-90.39;38.56;North America;9
-90.39;38.73;North America;6
-90.35;-0.61;South America;11
-90.34;38.55;North America;7
-90.32;38.61;North America;2
-90.3;43.22;North America;2
-90.26;18.93;South America;4
-90.23;15.78;South America;48
-90.2;38.63;North America;54
-90.18;32.3;North America;4
-90.1;30.48;North America;3
-90.09;29.92;North America;2
-90.09;29.93;North America;3
-90.07;29.95;North America;47
-90.07;44.03;North America;5
-90.05;35.15;North America;13
-90.04;35.21;North America;3
-89.98;38.52;North America;2
-89.97;38.56;North America;2
-89.95;30.07;North America;2
-89.91;29.89;North America;2
-89.84;37.64;North America;4
-89.82;35.22;North America;4
-89.79;39.01;North America;2
-89.68;37.31;North America;2
-89.61;20.94;South America;7
-89.59;20.97;South America;45
-89.57;42.99;North America;10
-89.56;13.98;South America;3
-89.46;41.37;North America;3
-89.44;43.04;North America;7
-89.41;45.64;North America;3
-89.4;18.81;South America;5
-89.4;32.35;North America;19
-89.4;40.63;North America;44
-89.4;43.07;North America;24
-89.39;43.07;North America;2
-89.38;38.35;North America;2
-89.36;13.68;South America;6
-89.35;29.28;North America;5
-89.33;30.31;NA;3
-89.31;32.8;North America;2
-89.29;13.68;South America;3
-89.29;44.07;North America;2
-89.25;13.68;South America;2
-89.22;13.69;South America;118
-88.9;13.79;South America;583
-88.82;33.45;North America;4
-88.79;43.78;North America;90
-88.59;35.17;North America;5
-88.55;44.89;North America;2
-88.54;41.66;North America;2
-88.52;36.92;North America;2
-88.5;17.19;South America;2
-88.48;19.18;South America;12
-88.43;33.5;North America;2
-88.43;40.12;North America;2
-88.41;47.1;North America;2
-88.4;43.06;North America;10
-88.38;43;North America;7
-88.35;41.68;North America;6
-88.35;41.73;North America;2
-88.33;42.01;North America;2
-88.32;42.24;North America;3
-88.31;36.61;North America;2
-88.26;42.12;North America;2
-88.21;40.11;North America;4
-88.2;20.69;South America;23
-88.18;13.48;South America;2
-88.15;41.75;North America;6
-88.13;41.91;North America;12
-88.11;42.98;North America;4
-88.09;41.65;North America;2
-88.08;37.09;North America;2
-88.08;41.53;North America;2
-88.05;30.68;North America;2
-88.05;41.75;North America;3
-88.05;42.04;North America;2
-88.04;30.7;North America;11
-88.02;44.52;North America;14
-88.01;41.74;North America;2
-88.01;41.88;North America;3
-87.99;41.89;North America;3
-87.97;41.86;North America;2
-87.95;41.97;North America;127
-87.93;41.51;North America;2
-87.92;43.04;North America;7
-87.91;43.03;North America;2
-87.91;43.04;North America;40
-87.9;42.95;North America;3
-87.88;41.98;North America;2
-87.86;42.15;North America;2
-87.84;41.88;North America;2
-87.84;42.36;North America;2
-87.83;42.45;North America;3
-87.82;42.01;North America;3
-87.82;42.58;North America;6
-87.77;41.91;North America;398
-87.74;42.03;North America;3
-87.73;41.82;North America;6
-87.73;42.12;North America;6
-87.71;41.95;North America;2
-87.71;43.75;North America;3
-87.7;30.25;NA;5
-87.68;37.16;North America;2
-87.68;41.9;North America;5
-87.68;41.95;North America;7
-87.67;34.75;North America;2
-87.67;41.85;North America;12
-87.67;41.87;North America;2
-87.67;41.97;North America;3
-87.66;41.93;North America;147
-87.65;41.88;North America;4
-87.65;41.93;North America;2
-87.64;41.88;North America;29
-87.64;41.93;North America;6
-87.63;41.75;North America;2
-87.63;41.88;North America;429
-87.63;41.89;North America;2
-87.63;41.9;North America;2
